it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
9080;9920;9920;34669;AGEF5334BB5NCX4SHQCY                              ;829692769;4/02/2007 22:10;Et cognitio, quis et                              ;U6X8FJZQGL52OZ                                    ;1182,57914;223
9081;8870;8870;42932;Q9WK31JI0M1LPL0U4EQ8                              ;468877394;10/04/2008 5:10;eudis cognitio, plorum                            ;0MR1QUNAI830KPVAVUYXBRXB1                         ;1291,285759;6000
9082;7647;7647;46611;9CUMZ9QJVXM3NJ6HU21J                              ;894802609;15/10/2009 16:39;et quad habitatio                                 ;PHAQKVJLU5U6O                                     ;1366,248771;6738
9083;8651;8651;42183;AO42MC3YCBMQ9GW2X3ST                              ;530796474;6/06/2011 13:59;imaginator quorum sed                             ;6VE0CIF1LAA7                                      ;802,7497543;9299
9084;9323;9323;21706;4OFH21TCACPOFZNQKDXM                              ;712037919;8/02/2010 10:03;plorum venit. non quis                            ;2Q9OGZZ450SN8H                                    ;153,1142556;5165
9085;9381;9381;32555;JMZDD3AFWY8QM5ZOLKA9                              ;723738705;14/12/2013 12:09;apparens essit.                                   ;UQFO63QFCX                                        ;1283,608397;3048
9086;9575;9575;16983;2YX1UH8CDQV6DL2F3OYJ                              ;576711618;25/12/2013 13:53;funem. et Pro habitatio novum                     ;JCOWZFD5GU                                        ;710,7816482;9712
9087;9864;9864;82674;DEGYSTO1YSMDYHN2CJL1                              ;354396645;10/12/2007 17:04;quo quoque novum                                  ;GE7PQ0VMD31F6VVL                                  ;934,6393128;3564
9088;9859;9859;28243;J7DJ8KW9IVCPQOKH21OK                              ;240943923;31/08/2013 14:56;cognitio, Tam Quad                                ;MBAWRGGMG91DA204990HGCPKQ                         ;887,9980607;5202
9089;8731;8731;14144;FX9TF3FDQ4CISU63EJ8R                              ;831850558;17/01/2013 16:14;vobis transit. Et quo si                          ;VHXH14UBJ4KOOYR2A                                 ;496,7248181;4077
9090;8302;8302;44510;GWAN8S2L9IXGS3A4QTHH                              ;173961807;4/01/2012 1:47;Sed quo sed cognitio, Multum estis                ;U8310AXLU3K9M                                     ;7,173057649;6820
9091;9026;9026;58030;RRZ7XUEDNIFTIY1Y57BC                              ;235231772;1/02/2010 20:23;quoque nomen nomen                                ;NULL;1244,009974;22
9092;8210;8210;76979;GMF1ZQWYOQR9VO5AFAXO                              ;237710468;18/07/2006 21:12;linguens venit.                                   ;67LYPY8WJYJVKK                                    ;127,0401488;2698
9093;6519;6519;54667;M0HMA485KM544A4J5X4I                              ;116415112;21/06/2013 11:37;nomen eudis essit.                                ;2QE2YQHGTHMJFAQQ                                  ;811,9535701;1868
9094;9185;9185;58884;ZROJM9VOPWDOKUMYEPLN                              ;494685784;25/09/2005 10:26;Versus e si volcans                               ;IUHGCSDBJXP4H4QD1RD67                             ;765,4282603;3378
9095;8222;8222;16204;33L5RE0QADT6SM8S3NUD                              ;272088058;3/10/2010 10:09;travissimantor gravis                             ;ZPRRG2FSMS8ADQ2                                   ;1497,161349;8977
9096;9931;9931;87161;VQSGJFILQ7IULWN2EVVV                              ;711850711;4/10/2015 14:06;et imaginator fecit, novum dolorum                ;QX1RETRCCCW6EIDK1TVSPLBA                          ;1225,81751;5735
9097;5530;5530;9887;FIJHS8E5B2Q9C8DSO7YH                              ;55033818;29/06/2011 3:17;esset Longam, ut homo,                            ;QAWW7R0AX1F                                       ;1641,15727;8777
9098;9744;9744;83408;J5AB6QKPOSZIJF78YR74                              ;252463855;30/07/2008 7:19;plorum plorum apparens                            ;F96XFF468E3FO8JUAD4LQVO                           ;709,9271867;5691
9099;9171;9171;27775;F5RL8NAAPNXDSVD96LHT                              ;553553760;NULL;transit. non cognitio, quoque                     ;VG4KWVHHXEMKOUA67                                 ;1281,862671;6143
9100;9518;9518;17492;MARRTS6KQFQDQ40IQY2A                              ;867536227;29/08/2014 3:07;plorum quis gravis Multum                         ;NC7G8Y850JWTEKLO1ZAJ9DWM                          ;1134,921748;597
9101;6669;6669;26109;Z415QJUZS6QBZSU0TEV3                              ;87241961;28/06/2008 23:55;Et gravis quo rarendum                            ;9MZ6F3YEM7BAE85CRU                                ;1357,322728;3717
9102;9357;9357;99205;Z7701RDQFNEJ0M5PM28C                              ;215835294;4/09/2008 1:46;gravis Multum quartu                              ;K4Z1Z0SBVNU                                       ;1565,976129;2061
9103;9860;9860;7110;X9Z2QB5IWJ76Q0XU4OSG                              ;510065871;7/10/2007 15:52;et gravis fecundio, estum.                        ;FKYYC8ZLFXFSC9DNQ47II                             ;22,9317248;6322
9104;7183;7183;61828;CJBRZ5OA7BNR41Y7YBF8                              ;57926700;22/08/2007 21:11;et pladior Pro vobis imaginator in                ;1D9K05MS2R                                        ;758,1428703;7082
9105;8585;8585;11294;J47CAM8VHEFVBLQNAR6G                              ;405857181;18/01/2008 14:03;delerium. Quad ut                                 ;XWQG9T3S9HMP7                                     ;1652,866621;1370
9106;9797;9797;10645;P7JELYYN6DC81TE4EOIG                              ;437798866;11/11/2015 22:13;et quad et quorum si                              ;PN5KRFBRGJLOS8                                    ;1957,93076;5027
9107;8712;8712;57420;QX7WTG8JNJ9RZUXNYONA                              ;315116365;26/11/2005 1:45;apparens estis sed funem.                         ;YNVNZEDN6HB3                                      ;165,9458066;1043
9108;9783;9783;72297;A03MASBJV2N0SZ9CISIQ                              ;728155625;8/01/2006 8:54;cognitio, plorum nomen                            ;8HEO2UAIH7BBG5                                    ;1354,551332;696
9109;9340;9340;10723;JU3G1YHGG0V67FX49JOW                              ;405457809;3/10/2009 18:59;et quad sed fecundio,                             ;7VK0VYBTR17ABZY3GC                                ;437,706032;6871
9110;9941;9941;50858;SGMR7VNBFW4J3R5058TT                              ;713102536;14/01/2012 9:29;et et pars novum                                  ;JY4WMXXAGGJCJ8XG                                  ;1661,137607;3779
9111;7882;7882;90488;E2RTKJB899UU4REGPU3T                              ;342491461;31/08/2011 12:48;sed delerium. essit. vobis                        ;WA8RWOMMUKYII4VYUMH2                              ;564,9331876;6215
9112;9988;9988;15105;14QM4OR43AU2WDDUXMBB                              ;261752615;21/02/2010 13:57;Longam, eggredior.                                ;Y3XOUD8OO1                                        ;738,1291514;9649
9113;2;2;73094;6MAPYZRJGDQZWDY16FUK                              ;836196871;25/03/2011 3:09;essit. quantare gravis                            ;JN653UMAHASCZRYCODO                               ;1424,552796;2920
9114;9434;9434;41348;5YZR7D0MR7RH3VHFX6O0                              ;25559714;5/11/2009 21:15;non dolorum quo, et                               ;GDDY6B32AEX5IKZU                                  ;1932,710309;8879
9115;3990;3990;68658;MW430ZFSQ6HRY0OAXQMQ                              ;318511966;15/07/2005 18:34;homo, Et quad Quad Et et non                      ;PU007LO5QYW                                       ;250,9035646;1304
9116;9736;9736;10952;P6YHTIHL996KJJ1UN7DL                              ;547210814;1/03/2010 15:59;et in estum. e funem. trepicandor                 ;1KA0FX5A8YS                                       ;678,5982496;6743
9117;5292;5292;39478;00AQ5US4ZF29OXQ6L6HX                              ;275830051;11/08/2015 13:04;estis eggredior.                                  ;KZ3CMUES3EYJN                                     ;8,164956238;4668
9118;9608;9608;50455;HXA7EHMGAI853P5ORONO                              ;556106519;12/06/2010 6:22;e venit. venit. plorum pladior                    ;8SPSGD759UM52MTK                                  ;216,9333781;2720
9119;9989;9989;5521;9T3AVLBO20WNMI3ZIQD6                              ;620376434;20/05/2013 12:20;rarendum Multum novum rarendum                    ;Q29G8HBJWJ3SML                                    ;1729,018937;8948
9120;9472;9472;44291;PWT3K8KITIT8Q836WIVB                              ;166016601;30/11/2007 10:26;Versus linguens habitatio                         ;CUPDLFIFJEP8P                                     ;272,9943871;5001
9121;9662;9662;85769;7HCHH62O9X9ISJWA7ADQ                              ;35020761;15/02/2008 8:55;quad manifestum novum in quo                      ;RRYJO7GE40AD9KT3CM                                ;1189,29062;3352
9122;9225;9225;31005;8I2FVAZSL8IVXHFHM31I                              ;572670610;31/08/2006 18:02;venit. fecit, imaginator quis quad                ;VT8XGZ98NP2I9M24S49XEB                            ;1703,156846;4724
9123;9258;9258;16329;KLJQYO6WP7IKLZZ92LV2                              ;571549960;16/12/2014 12:05;habitatio fecit,                                  ;QO276YLG12                                        ;504,7666805;1163
9124;9721;9721;1365;NORNU1HSK7B7DNWIPXLS                              ;49772601;11/05/2012 10:06;gravis parte esset                                ;UNJTIKFYTO                                        ;1689,244489;9491
9125;9483;9483;8921;V00ACIF8KH6GXXWS23NP                              ;982003303;27/04/2014 22:22;quartu funem. non venit.                          ;H1R6F1Y3OUJVH9DR3A190G9RF                         ;1661,595248;5241
9126;9980;9980;83759;406C8B2QCOA90RORCII2                              ;949363295;10/10/2010 17:18;eggredior. plorum gravum                          ;YMPIFH8O61GZJKHY                                  ;375,7101336;7910
9127;9023;9023;49091;0P5RFQ0QMTY3RR0TX36C                              ;16640748;9/07/2010 3:42;in funem. vobis linguens cognitio,                ;5AR1K5SBORF01SZRT2C                               ;800,1602948;4130
9128;9482;9482;90991;7TV6X580PK4NK3A1LSL2                              ;360287415;19/06/2015 0:01;quis in e quo parte                               ;6E1MT3BA4QHR223HNKE                               ;43,65443161;8746
9129;7876;7876;31549;QUB580OYEECP2TV9KILS                              ;592845551;26/09/2008 10:37;nomen funem. et                                   ;W7QQTN49G8QH5J7Q84                                ;924,677717;6870
9130;9796;9796;61045;W9UG7NPSCBLAHGYK1O4J                              ;974867165;27/10/2008 12:34;fecit. venit. quad quis                           ;GTH7YAOXYOI38NVHYOBT5Y                            ;680,3017904;7790
9131;9904;9904;51921;B5RYHAFR09099TLGP1DY                              ;691973475;13/04/2011 9:34;et sed bono si pars novum                         ;TV0ZMJVC8ICXNEZSF4Q6LY4H                          ;1160,540151;148
9132;8340;8340;76718;23QELDWPJTG8NL32IQDA                              ;814471871;29/05/2010 1:07;Longam, linguens linguens quad                    ;9282WB3IQOBX                                      ;1358,241311;6610
9133;9291;9291;60987;B1L07MD3BNRKW821JVXI                              ;513346115;3/02/2006 14:34;regit, habitatio                                  ;1E3BAKWQ73ZVVOERHVRJ5                             ;746,7734519;7068
9134;9817;9817;31748;HGJ1L8IE7B0O4Q14DEQJ                              ;585445731;27/07/2008 20:14;non homo, parte                                   ;GN9B78EWQOV53B29OJK3                              ;988,314548;8829
9135;6653;6653;23489;76PNRC11YUGRYUL1YLEV                              ;170257391;20/03/2005 4:07;quad eudis brevens,                               ;Z970MOQ9SKE4PXG2YCNBACA0Q                         ;1825,256412;6506
9136;9986;9986;29304;4CQWSI0W5H6YG99UEUVG                              ;944654674;1/06/2014 20:24;in sed quo plorum cognitio,                       ;3P877Y2AHD2ALKNN                                  ;1725,30963;3939
9137;9318;9318;46871;8GKX5VG2ETBNW3UYRZT0                              ;221430699;5/07/2005 13:17;homo, nomen Sed                                   ;3H0DDM7P6XS                                       ;1343,317046;416
9138;5884;5884;61267;SC9SIKB7KQIEBVV6ZMMK                              ;446077008;24/02/2007 19:28;linguens nomen delerium.                          ;MY6A0L10LCF2E                                     ;44,60688403;2217
9139;8627;8627;97450;ROVBJ5FVNV2G8F3B4NA4                              ;220010499;19/05/2008 23:55;travissimantor Multum vobis homo,                 ;2ZNR3NNE6JP8P21H11                                ;500,2476342;3794
9140;9075;9075;20290;U2T9L7YRSC6GA1OEHZFV                              ;999988669;29/03/2010 11:49;pladior vobis fecundio,                           ;JUFV0KZLMCR1YYXJ72EU5                             ;1325,677637;8022
9141;8612;8612;79609;XVGY2GRVUZBFYWL11XYG                              ;139904838;19/01/2013 10:23;egreddior apparens plorum                         ;7RNLSVZZ4BDTVLN3N73102FH                          ;544,8358415;8669
9142;9348;9348;56594;VIVZYDFWMNV8JW7CBIR7                              ;359780113;18/12/2012 4:59;homo, quad quo, venit.                            ;9SITEM73FNN8FR                                    ;1580,087981;2868
9143;9841;9841;65027;XDV0C42CG1GF71CLY42C                              ;560914562;7/03/2014 22:05;glavans Id gravis                                 ;MM7GO53BW3E7Q434C6UJ2G6P                          ;450,2920287;8332
9144;9615;9615;75648;8BG6EZEPQF797Y50ZM8C                              ;141259219;19/08/2006 5:26;quad quartu bono e                                ;5PFYZV7GZEDUYT                                    ;835,5872113;297
9145;9998;9998;26997;6MFTCVURCEOUXO2FTX5O                              ;201164010;21/05/2006 3:25;Sed essit. vobis                                  ;6GMP0EHZCIB1L716                                  ;1442,23987;604
9146;8696;8696;84609;PL95Z37LZHUZE2O0D24J                              ;752794297;13/11/2006 11:50;Tam egreddior si                                  ;IRIFNDX76RRPP9DD8D                                ;505,8808227;373
9147;9334;9334;86230;E1IEA92L5P3OXG05OCRN                              ;911969472;9/11/2014 17:14;ut novum quartu homo, quad                        ;UGPAOQ2FNUM8X8XC                                  ;702,4873526;9779
9148;9080;9080;30348;DWUUJMEEGU04PBKQQPU4                              ;701795593;10/09/2012 23:57;Tam in vobis plurissimum quo                      ;A6I3OHTNP9N8YODUGBZTHU                            ;879,2432616;2990
9149;8937;8937;40342;USQBGLNVOPDVS15OJQNO                              ;435316132;7/12/2012 17:03;et cognitio, volcans                              ;LX9DKIUHRX522V                                    ;514,5246957;2073
9150;8926;8926;12047;OU3J85GEXMWI5I33J20Q                              ;723360814;26/07/2011 18:27;quo travissimantor ut                             ;5YWMYGF7O59DHXXJQ                                 ;818,5630994;2234
9151;7054;7054;96820;S5M8XAF26Y6GT5YNS8G7                              ;NULL;21/02/2011 21:05;linguens habitatio                                ;GX5E484VSVATLAZX50                                ;1217,652554;1067
9152;8872;8872;46583;Q2GDMI1L0OMXOWPGABV0                              ;939106357;25/04/2010 7:43;non apparens Pro                                  ;UV95QL8A5DJ                                       ;1424,223892;6056
9153;7922;7922;43541;ROP1CC4GQUKI2125VASE                              ;926025587;7/02/2014 14:57;Et et e Et egreddior                              ;DFNLYDQUNH3N                                      ;980,90825;6744
9154;3563;3563;88835;5AKI5996HXL64ZEQB95W                              ;704215770;31/08/2005 20:53;plorum quo, et non                                ;WVJYEJRXMVK7RFTVY                                 ;1008,868284;1142
9155;9576;9576;3218;9U2FLVMBF02MVLD5J73V                              ;635570432;15/07/2011 18:12;fecundio, quis dolorum non                        ;I82WDYP0KE                                        ;1945,631128;7246
9156;9577;9577;13904;9WZBX1NFJ0MHBWGI3JEM                              ;265705521;30/10/2006 5:52;Pro pars manifestum Pro                           ;9DRLMTPPBQTSWRJ2E7YXYOI                           ;1654,165882;8994
9157;7886;7886;21030;1XIK8E1LS221V0X23OTZ                              ;404409870;18/09/2009 13:40;quoque et e essit.                                ;EGZHK9DZCQCISL4L                                  ;1061,209448;897
9158;7605;7605;96720;VZG5JOWNFOO9E8ZHRPNL                              ;865975712;NULL;venit. plorum nomen                               ;6M9OG55TWBTMH7KV675U842C                          ;333,6872358;6831
9159;NULL;NULL;86126;RYKGGWJFZVLMZ5X1FOP5                              ;125181461;28/05/2011 5:45;trepicandor in quartu                             ;F5E1AS2CTS28                                      ;1096,547623;1840
9160;8630;8630;36111;CEDRHRXLBY6E130VO3SD                              ;946836815;25/04/2009 22:49;dolorum manifestum                                ;YBUNOYKCVJR                                       ;1277,156488;3461
9161;9142;9142;72786;FS3ME21FC0XGWFK6OZ4L                              ;273766060;8/04/2013 20:45;plurissimum plurissimum                           ;LEYRV2JXT10QSLI                                   ;1157,770466;896
9162;9830;9830;13912;OWF8X2W6QKWRQWLA52PV                              ;849902426;6/05/2010 18:31;linguens fecit.                                   ;9NFIM98UZKG4RH                                    ;122,291375;2297
9163;9199;9199;75854;ZX8X5OGO04OSDRWODHZ5                              ;416464965;9/06/2006 1:43;gravis esset Tam                                  ;MMEOE4LXPIB3WB3V2                                 ;429,8736148;3826
9164;9285;9285;98322;MF1O5JYWIWEPNOY6AREF                              ;655494885;12/04/2013 22:16;Longam, apparens vobis                            ;T37390C54RALF5BHD3D                               ;1757,404242;9081
9165;9574;9574;58706;QG8ZC4PMRKQQXDH78Z4I                              ;76674468;8/12/2005 6:25;quoque quad e et vobis Multum                     ;4MNPPZB5CJW                                       ;500,5974558;3630
9166;8946;8946;21946;H792P3XH3PLPRWZSPSE9                              ;165630080;3/10/2005 23:54;Tam esset fecit. sed travissimantor               ;DOYEBJDEB8ZUM4                                    ;1206,691877;9605
9167;9019;9019;51970;QBOYQBGZ2R9XP88YWN1R                              ;641982850;5/04/2006 11:41;bono novum linguens                               ;5SFX0H5B6FIDAP7TKVL8Q7W6                          ;1991,355699;2580
9168;7014;7014;97414;OV415HIEJ7Q8HQVL4YRG                              ;NULL;18/01/2009 23:22;transit. linguens                                 ;QZLWMT2LV5DW                                      ;436,2382481;4091
9169;9282;9282;8112;0XCS2NRUT5CI52GKXLUY                              ;367487507;29/08/2007 6:54;eudis brevens, funem. pars gravis                 ;V77DRZT52O4EFZ1V                                  ;107,4538967;2373
9170;8468;8468;24952;IKIO7ICCSOAAMNYR83TQ                              ;937490081;19/08/2009 17:08;estum. Longam, fecundio, plorum                   ;YV839IKFJMFSEJTWYZE0                              ;525,5939348;NULL
9171;9691;9691;20619;Q1DQBOF16DXHWICU3U4E                              ;307255677;12/02/2007 22:09;apparens Sed linguens                             ;FXCONAGH7T1PI6INIMPM                              ;1335,281203;7366
9172;8152;8152;93800;0G27JEISOH081SJ4YVUX                              ;596264818;28/08/2009 2:41;Quad et et egreddior quorum                       ;7CEDN4AIG0                                        ;1963,558072;6326
9173;6091;6091;92762;LBCTQ5LX58PC2PLAJS9X                              ;500933660;17/06/2013 17:35;parte quo glavans novum                           ;UZIXWFM74XCTD2V                                   ;1716,685744;2451
9174;4685;4685;73460;IVW9UPTP5ZAH6F5PES8W                              ;194233948;24/01/2007 6:26;quad quo, Versus quo,                             ;B8GCPDE8LYAZ55ZRTEUJ                              ;403,3413;8927
9175;9790;9790;50861;J9BWZ3YUF2K023FFJVFS                              ;72259657;23/02/2008 0:30;brevens, si egreddior                             ;KR2ZHI0VJ0BSRZ9                                   ;1728,158546;926
9176;9889;9889;89814;08EUV9GK4Z10CYLLDVMV                              ;190422979;10/11/2010 0:02;nomen non et et esset                             ;NXGKACX4M2                                        ;1609,202639;6332
9177;9040;9040;98831;PXQH3CPAUXT3OI1X14TI                              ;896935538;27/02/2011 3:55;novum quo in Pro                                  ;YKZZ7CPQHD                                        ;1252,864817;484
9178;9676;9676;29791;A2JZP4UU6ZSXCABNDRWQ                              ;542557883;24/06/2008 19:57;funem. plorum vobis quo                           ;7VDD1YZ7D6PS5HDYC8UY                              ;1669,179469;6393
9179;6906;6906;56147;A28WOFKOBRTCMFU7HD8U                              ;619562990;30/04/2013 6:38;quad plurissimum quad quad                        ;FK2AJ13F28SLAPL7XAZ5                              ;247,004619;865
9180;9370;9370;36085;OX06B8P9OCWRY00B21O9                              ;315531028;23/12/2010 6:40;pladior quad e estum.                             ;OR8SUITECHMFZSAB2IX                               ;1155,714425;8887
9181;9983;9983;23272;U8ZKQVHGVDNVVM47QC7V                              ;336397658;15/06/2012 10:32;apparens glavans quad                             ;RBYX6URSRFYU                                      ;1673,222781;4868
9182;7393;7393;48786;NFWLNETWFCKL9TP0LLC8                              ;314567013;1/12/2011 0:04;volcans plorum Et fecit, Sed gravis               ;YQSUHPJA1PQ55                                     ;1920,917033;8131
9183;9618;9618;73234;SY8V3EW3BOGEQ7T3Y2GN                              ;663703961;27/10/2013 3:45;cognitio, linguens Tam pars                       ;XAVUS29NCTAMZQ1MXJSN1                             ;1529,129736;1140
9184;9868;9868;16880;F13ALSF75RVNLUGNQK0X                              ;659303456;13/07/2007 6:58;quartu linguens                                   ;IGKTDLQM7S0KUHVK6SIBEYJVP                         ;106,1146176;6672
9185;9414;9414;93297;3N37JLVWMIWK9CW5KILH                              ;540572799;2/03/2013 16:10;egreddior Longam,                                 ;8ES7DI9VSEAZO                                     ;1462,649236;4636
9186;7167;7167;81391;6XLR4DCG8IFQQBDZ317J                              ;99737983;4/09/2013 15:28;si e Tam trepicandor                              ;XPMILFWJRCDZ4P                                    ;1736,316259;6722
9187;9686;9686;84764;I8Y2CHJI51FGXXQIFE8I                              ;893477105;20/12/2005 1:50;volcans travissimantor                            ;KXO3LCBU0EIAZPG                                   ;377,333061;4092
9188;7787;7787;37976;E0GUI0J5HGEXKOPMOSVT                              ;254452579;19/04/2012 10:09;sed eggredior. plorum                             ;74UEOC0AAVPNFUEEJ78HL                             ;1737,905168;9867
9189;9901;9901;60207;2G09SENHNNY0T38I7TG0                              ;596547619;5/06/2005 17:41;Longam, linguens imaginator                       ;3CLVM335XUA                                       ;1042,68342;5926
9190;35;35;93277;OL0ID91VRMDPICJFKQMV                              ;351015168;12/01/2013 2:01;dolorum venit. homo, sed                          ;6VABY7WETPNNF603QRHZOB1H                          ;171,0905294;1583
9191;6341;6341;85189;USFWRKG3GYESLEVZRF5M                              ;174635552;20/05/2014 22:14;quorum non quad                                   ;TQW74YUCCOI47                                     ;664,1001816;7513
9192;9602;9602;7235;W1LBARP3N3U5NUSKLLOK                              ;219508270;14/09/2009 6:44;parte egreddior gravum quoque                     ;0K72DPXGG3ZE6DBDUUSJ5                             ;1009,629811;3041
9193;9419;9419;34255;ANYXXXNFTBG83XRULGSR                              ;190396332;7/02/2010 7:32;estis quad estum. quartu cognitio,                ;Z6OQSB2IHZIHHEH9NR                                ;948,0592613;3586
9194;9987;9987;41682;TVKMYJ2E5TH2TLDMDDT1                              ;199968401;30/10/2013 20:39;quis vantis. linguens                             ;DAT8QSG0YTOB                                      ;1223,091147;376
9195;8602;8602;68440;TRDXKW0QZ5VSRGSDAZEK                              ;209891650;10/02/2011 3:10;homo, funem. dolorum sed                          ;4IL0DMWMDXL0VOW                                   ;167,907171;333
9196;9745;9745;50688;NHZ69BE782ZPD037PDN2                              ;236782617;22/11/2015 17:18;vantis. nomen novum                               ;WL61OS76YXY                                       ;422,5444665;7125
9197;9634;9634;14746;5NL925L92EFGM5ADQAKL                              ;112202299;14/08/2011 8:39;non eudis vobis quo in nomen Id                   ;A3OSNUDYTGV0U7ZC77U3                              ;1150,214366;6371
9198;9969;9969;13427;R3W3EGO6LLRICITEW76T                              ;326181923;6/09/2015 6:43;et dolorum non quorum                             ;228HAZCAE2FNKCA9                                  ;692,8877871;9042
9199;9358;9358;63883;5NJ9QUTTY22G6DKO6OPW                              ;972077321;31/03/2013 15:39;quad manifestum novum linguens                    ;C1BX4FP66GSVY                                     ;334,9897556;9251
9200;8682;8682;29242;HTOYANGZT3ESJMFCTNLV                              ;232460777;16/11/2005 5:32;fecit. quad fecit.                                ;3VR71GACU1OEEF                                    ;235,5479934;6667
9201;9217;9217;6758;MIO2549PQJHXWNUVBF6C                              ;976989749;15/02/2005 15:44;eggredior. linguens fecit. et                     ;9VO2EVTRNYMIB4IJEGBC                              ;514,5251232;999
9202;9057;9057;24524;4ZONNR4CC030PVAZV5J7                              ;237973825;24/10/2013 12:27;vobis parte vobis                                 ;T48SIZ7A8Q19T                                     ;266,2491045;7793
9203;9084;9084;50577;3KWVNYLHI7EJJHJ0EID4                              ;997480024;14/03/2012 10:19;imaginator Sed vantis.                            ;L3SJV9339FX                                       ;771,7893649;5687
9204;9386;9386;33118;EIDW7SJVFAN4K1FRSZSJ                              ;324682131;24/01/2008 6:48;novum quartu et estum. estum.                     ;8BHAX23KGR                                        ;1988,930761;617
9205;9501;9501;96706;USOH6ERZHM63WP1IZG61                              ;82428636;26/10/2010 18:53;Quad quad travissimantor                          ;AWVLHE8L8H8XFLXG2O                                ;1483,281896;4708
9206;5231;5231;67174;2XQEYF48LIKKIJQPE1ES                              ;151579010;29/11/2006 15:45;Sed plorum habitatio quartu                       ;UTUIRWSYSY69GT                                    ;1254,094482;5908
9207;8619;8619;25589;YNH1NCD8TJLI9RVX37YN                              ;940139900;5/09/2013 3:29;estum. e si trepicandor glavans                   ;IMZOMP1UPHZD2O0                                   ;1707,538148;8617
9208;8950;8950;63973;V4LJD5BTKFS8O499DA3Q                              ;250721622;2/04/2008 1:17;e eggredior. Versus dolorum quo quo               ;0VPWMFD3OOFFM28S                                  ;577,5669499;7130
9209;7723;7723;14231;SYY28SVRBTF542JWIA72                              ;375157099;17/12/2010 14:26;quantare fecit,                                   ;R2AGE21TZ51RJQASC6DQW038                          ;1280,709739;5818
9210;NULL;NULL;99705;84T9KMLOPWVXR25NG5DG                              ;192385710;21/10/2010 20:50;eggredior. fecundio, Longam, vobis                ;ZX9L7M978AL                                       ;336,4284888;4810
9211;7152;7152;82776;8LC3K2QCV0VNKJU5TN5A                              ;952106542;19/05/2005 14:17;quad ut regit, Quad                               ;5LTO3N9CC5Y5N9                                    ;401,3010656;6761
9212;8994;8994;98545;MXK8CZE914UMDZJG50KU                              ;278042995;6/05/2014 9:55;et bono sed Sed                                   ;U27QY2LE4S7                                       ;1392,029979;2601
9213;9342;9342;34384;UVZ97JBHNH76YMNSV72C                              ;891232269;20/05/2012 7:01;quo volcans volcans                               ;JRKAGO37KJ1TD                                     ;86,68261677;32
9214;23;23;72349;UW106JAONMKFRR2KY4G2                              ;352008440;5/06/2005 23:05;quoque vobis Sed e Tam                            ;VJUZ3YYQE51J                                      ;1940,833198;7945
9215;9808;9808;63638;DNMGFDWOATHI80ZX81Z0                              ;166454028;9/11/2012 12:16;novum linguens essit. quad                        ;MJ6PWVVQLSVIHJ2                                   ;1603,933707;6973
9216;9173;9173;22030;0UMQ6VK7W2M9CG9FKQ6E                              ;686330307;NULL;Pro vobis gravis e ut                             ;A0ED461K5O9TSCE9W1GN                              ;1236,853432;5330
9217;8102;8102;49737;DT2XJR3NP3H2XDSZP9HB                              ;394617580;10/05/2006 20:41;Longam, quorum novum                              ;U4XI4ARZGMEWF34M6IG                               ;593,1616391;9757
9218;9268;9268;76909;DQV8VJQIOASLUM1JTM3H                              ;748652276;9/07/2012 14:45;et si Versus novum plurissimum                    ;MJ8M1X8DLLF3EXGVG                                 ;323,7589972;5625
9219;72;72;50422;6Z56E3GFVHO3IZ27ON8D                              ;107395886;26/11/2014 18:45;eudis Multum et funem. glavans                    ;ZVALO2UXC89M                                      ;294,7550054;9190
9220;9159;9159;74250;1SOG3QQFWMEUX6RQ1GG9                              ;446352102;11/02/2005 6:05;plorum transit.                                   ;J05RBWBG62EDU7                                    ;764,2811969;2358
9221;9893;9893;96001;SS3ICMYC4YU3E56GPBCQ                              ;911372008;3/04/2008 14:56;gravis gravum Tam                                 ;HHN95BIK70U5R4LZ3ZVW                              ;829,3588156;9538
9222;9076;9076;19363;ZVA8KTBGN7S438ZLYQ3S                              ;764863106;14/10/2015 22:03;et Et egreddior                                   ;865Y5ETTW8TVIFUL0GE0GXQG                          ;253,4505316;9739
9223;8742;8742;84486;RNJRJ1K9B43J2TXTARTN                              ;862003750;16/12/2009 1:31;habitatio vobis                                   ;JCL3ADZA99BIA0                                    ;1393,554828;6655
9224;7774;7774;26398;HR2ZBW7VRL9XW77QH1RQ                              ;24899845;16/08/2008 5:41;quorum gravum estum. homo,                        ;PQBS0A9OQD2                                       ;1936,363367;2508
9225;8896;8896;966;B2PL0F2ROZ947AVHS75D                              ;489428086;16/08/2010 4:52;bono quartu transit.                              ;HWMAFP8M18QLUUK96                                 ;1861,493753;NULL
9226;8428;8428;48943;KJUL5MP2SP1XP5PDDAG4                              ;13592912;31/03/2011 18:53;quad et si in glavans estis                       ;3QGHAPMYFG9OUP7UH                                 ;325,6513925;4860
9227;9727;9727;46468;3LZSPXC9PTMCSRIU0VTC                              ;459515258;30/05/2013 15:24;in fecundio, et                                   ;NYVT2DVH0QX6Q0H7AC2                               ;1015,498811;4324
9228;9827;9827;38694;V987H463EXO8AGYUSFOD                              ;475910788;20/07/2015 19:09;Id quo habitatio fecundio,                        ;LWOH9SCDD0D0C5M7M9O2LSPV1                         ;493,5945973;2740
